ZIP,USPS Default State for ZIP,County,County State,State Abbreviation
25186,WV,Fayette County,West Virginia,WV
25187,WV,Mason County,West Virginia,WV
25193,WV,Boone County,West Virginia,WV
25201,WV,Kanawha County,West Virginia,WV
25202,WV,Kanawha County,West Virginia,WV
25202,WV,Lincoln County,West Virginia,WV
25203,WV,Boone County,West Virginia,WV
25204,WV,Boone County,West Virginia,WV
25205,WV,Boone County,West Virginia,WV
25206,WV,Boone County,West Virginia,WV
25208,WV,Boone County,West Virginia,WV
25209,WV,Boone County,West Virginia,WV
25209,WV,Raleigh County,West Virginia,WV
25211,WV,Clay County,West Virginia,WV
25213,WV,Putnam County,West Virginia,WV
25214,WV,Kanawha County,West Virginia,WV
25214,WV,Boone County,West Virginia,WV
25231,WV,Jackson County,West Virginia,WV
25234,WV,Calhoun County,West Virginia,WV
25235,WV,Calhoun County,West Virginia,WV
25235,WV,Clay County,West Virginia,WV
25239,WV,Jackson County,West Virginia,WV
25239,WV,Mason County,West Virginia,WV
25241,WV,Jackson County,West Virginia,WV
25241,WV,Mason County,West Virginia,WV
25243,WV,Roane County,West Virginia,WV
25243,WV,Jackson County,West Virginia,WV
25244,WV,Jackson County,West Virginia,WV
25244,WV,Roane County,West Virginia,WV
25245,WV,Jackson County,West Virginia,WV
25245,WV,Putnam County,West Virginia,WV
25247,WV,Mason County,West Virginia,WV
25248,WV,Jackson County,West Virginia,WV
25248,WV,Putnam County,West Virginia,WV
25248,WV,Kanawha County,West Virginia,WV
25251,WV,Roane County,West Virginia,WV
25252,WV,Jackson County,West Virginia,WV
25252,WV,Roane County,West Virginia,WV
25252,WV,Wirt County,West Virginia,WV
25253,WV,Mason County,West Virginia,WV
25259,WV,Roane County,West Virginia,WV
25259,WV,Calhoun County,West Virginia,WV
25260,WV,Mason County,West Virginia,WV
25261,WV,Calhoun County,West Virginia,WV
25262,WV,Jackson County,West Virginia,WV
25264,WV,Mason County,West Virginia,WV
25264,WV,Jackson County,West Virginia,WV
25265,WV,Mason County,West Virginia,WV
25266,WV,Roane County,West Virginia,WV
25266,WV,Calhoun County,West Virginia,WV
25267,WV,Gilmer County,West Virginia,WV
25268,WV,Calhoun County,West Virginia,WV
25270,WV,Roane County,West Virginia,WV
25270,WV,Wirt County,West Virginia,WV
25271,WV,Jackson County,West Virginia,WV
25275,WV,Jackson County,West Virginia,WV
25275,WV,Wirt County,West Virginia,WV
25276,WV,Roane County,West Virginia,WV
25276,WV,Calhoun County,West Virginia,WV
25285,WV,Clay County,West Virginia,WV
25286,WV,Roane County,West Virginia,WV
25286,WV,Kanawha County,West Virginia,WV
25287,WV,Mason County,West Virginia,WV
25301,WV,Kanawha County,West Virginia,WV
25302,WV,Kanawha County,West Virginia,WV
25303,WV,Kanawha County,West Virginia,WV
25304,WV,Kanawha County,West Virginia,WV
25305,WV,Kanawha County,West Virginia,WV
25306,WV,Kanawha County,West Virginia,WV
25309,WV,Kanawha County,West Virginia,WV
25311,WV,Kanawha County,West Virginia,WV
25312,WV,Kanawha County,West Virginia,WV
25312,WV,Putnam County,West Virginia,WV
25313,WV,Kanawha County,West Virginia,WV
25314,WV,Kanawha County,West Virginia,WV
25315,WV,Kanawha County,West Virginia,WV
25317,WV,Kanawha County,West Virginia,WV
25320,WV,Kanawha County,West Virginia,WV
25321,WV,Kanawha County,West Virginia,WV
25322,WV,Kanawha County,West Virginia,WV
25323,WV,Kanawha County,West Virginia,WV
25324,WV,Kanawha County,West Virginia,WV
25325,WV,Kanawha County,West Virginia,WV
25326,WV,Kanawha County,West Virginia,WV
25327,WV,Kanawha County,West Virginia,WV
25328,WV,Kanawha County,West Virginia,WV
25329,WV,Kanawha County,West Virginia,WV
25330,WV,Kanawha County,West Virginia,WV
25331,WV,Kanawha County,West Virginia,WV
25332,WV,Kanawha County,West Virginia,WV
25333,WV,Kanawha County,West Virginia,WV
25334,WV,Kanawha County,West Virginia,WV
25335,WV,Kanawha County,West Virginia,WV
25336,WV,Kanawha County,West Virginia,WV
25337,WV,Kanawha County,West Virginia,WV
25338,WV,Kanawha County,West Virginia,WV
25339,WV,Kanawha County,West Virginia,WV
25356,WV,Kanawha County,West Virginia,WV
25361,WV,Kanawha County,West Virginia,WV
25362,WV,Kanawha County,West Virginia,WV
25364,WV,Kanawha County,West Virginia,WV
25387,WV,Kanawha County,West Virginia,WV
25389,WV,Kanawha County,West Virginia,WV
25396,WV,Kanawha County,West Virginia,WV
25401,WV,Berkeley County,West Virginia,WV
25402,WV,Berkeley County,West Virginia,WV
25403,WV,Berkeley County,West Virginia,WV
25404,WV,Berkeley County,West Virginia,WV
25404,WV,Jefferson County,West Virginia,WV
25405,WV,Berkeley County,West Virginia,WV
25411,WV,Morgan County,West Virginia,WV
25411,WV,Berkeley County,West Virginia,WV
25413,WV,Berkeley County,West Virginia,WV
25414,WV,Jefferson County,West Virginia,WV
25419,WV,Berkeley County,West Virginia,WV
25420,WV,Berkeley County,West Virginia,WV
25421,WV,Berkeley County,West Virginia,WV
25422,WV,Morgan County,West Virginia,WV
25422,WV,Hampshire County,West Virginia,WV
25423,WV,Jefferson County,West Virginia,WV
25425,WV,Jefferson County,West Virginia,WV
25427,WV,Berkeley County,West Virginia,WV
25427,WV,Morgan County,West Virginia,WV
25428,WV,Berkeley County,West Virginia,WV
25430,WV,Jefferson County,West Virginia,WV
25430,WV,Berkeley County,West Virginia,WV
25431,WV,Hampshire County,West Virginia,WV
25432,WV,Jefferson County,West Virginia,WV
25434,WV,Hampshire County,West Virginia,WV
25434,WV,Morgan County,West Virginia,WV
25437,WV,Hampshire County,West Virginia,WV
25438,WV,Jefferson County,West Virginia,WV
25441,WV,Jefferson County,West Virginia,WV
25442,WV,Jefferson County,West Virginia,WV
25443,WV,Jefferson County,West Virginia,WV
25443,WV,Berkeley County,West Virginia,WV
25444,WV,Hampshire County,West Virginia,WV
25446,WV,Jefferson County,West Virginia,WV
25501,WV,Lincoln County,West Virginia,WV
25502,WV,Mason County,West Virginia,WV
25503,WV,Mason County,West Virginia,WV
25504,WV,Cabell County,West Virginia,WV
25504,WV,Wayne County,West Virginia,WV
25505,WV,Logan County,West Virginia,WV
25506,WV,Lincoln County,West Virginia,WV
25506,WV,Cabell County,West Virginia,WV
25506,WV,Wayne County,West Virginia,WV
25507,WV,Wayne County,West Virginia,WV
25508,WV,Logan County,West Virginia,WV
25508,WV,Boone County,West Virginia,WV
25510,WV,Cabell County,West Virginia,WV
25510,WV,Putnam County,West Virginia,WV
25510,WV,Lincoln County,West Virginia,WV
25511,WV,Wayne County,West Virginia,WV
25512,WV,Wayne County,West Virginia,WV
25514,WV,Wayne County,West Virginia,WV
25515,WV,Mason County,West Virginia,WV
25517,WV,Wayne County,West Virginia,WV
25520,WV,Mason County,West Virginia,WV
25520,WV,Cabell County,West Virginia,WV
25521,WV,Lincoln County,West Virginia,WV
25523,WV,Lincoln County,West Virginia,WV
25523,WV,Putnam County,West Virginia,WV
25524,WV,Lincoln County,West Virginia,WV
25524,WV,Logan County,West Virginia,WV
25524,WV,Wayne County,West Virginia,WV
25526,WV,Putnam County,West Virginia,WV
25526,WV,Cabell County,West Virginia,WV
25526,WV,Lincoln County,West Virginia,WV
25526,WV,Kanawha County,West Virginia,WV
25529,WV,Boone County,West Virginia,WV
25529,WV,Lincoln County,West Virginia,WV
25530,WV,Wayne County,West Virginia,WV
25534,WV,Wayne County,West Virginia,WV
25534,WV,Lincoln County,West Virginia,WV
25535,WV,Wayne County,West Virginia,WV
25537,WV,Cabell County,West Virginia,WV
25540,WV,Lincoln County,West Virginia,WV
25541,WV,Cabell County,West Virginia,WV
25541,WV,Mason County,West Virginia,WV
25541,WV,Putnam County,West Virginia,WV
25544,WV,Lincoln County,West Virginia,WV
25545,WV,Cabell County,West Virginia,WV
25547,WV,Logan County,West Virginia,WV
25550,WV,Mason County,West Virginia,WV
25555,WV,Wayne County,West Virginia,WV
25557,WV,Lincoln County,West Virginia,WV
25557,WV,Wayne County,West Virginia,WV
25559,WV,Cabell County,West Virginia,WV
25559,WV,Lincoln County,West Virginia,WV
25560,WV,Putnam County,West Virginia,WV
25562,WV,Wayne County,West Virginia,WV
25564,WV,Lincoln County,West Virginia,WV
25565,WV,Lincoln County,West Virginia,WV
25567,WV,Lincoln County,West Virginia,WV
25569,WV,Putnam County,West Virginia,WV
25570,WV,Wayne County,West Virginia,WV
25571,WV,Lincoln County,West Virginia,WV
25573,WV,Lincoln County,West Virginia,WV
25601,WV,Logan County,West Virginia,WV
25606,WV,Logan County,West Virginia,WV
25607,WV,Logan County,West Virginia,WV
25608,WV,Mingo County,West Virginia,WV
25608,WV,McDowell County,West Virginia,WV
25611,WV,Logan County,West Virginia,WV
25612,WV,Logan County,West Virginia,WV
25614,WV,Logan County,West Virginia,WV
25617,WV,Logan County,West Virginia,WV
25617,WV,Wyoming County,West Virginia,WV
25621,WV,Mingo County,West Virginia,WV
25624,WV,Logan County,West Virginia,WV
25625,WV,Logan County,West Virginia,WV
25628,WV,Logan County,West Virginia,WV
25630,WV,Logan County,West Virginia,WV
25632,WV,Logan County,West Virginia,WV
25634,WV,Logan County,West Virginia,WV
25635,WV,Logan County,West Virginia,WV
25637,WV,Logan County,West Virginia,WV
25638,WV,Logan County,West Virginia,WV
25639,WV,Logan County,West Virginia,WV
25644,WV,Logan County,West Virginia,WV
25646,WV,Logan County,West Virginia,WV
25647,WV,Logan County,West Virginia,WV
25649,WV,Logan County,West Virginia,WV
25650,WV,Logan County,West Virginia,WV
25650,WV,Mingo County,West Virginia,WV
25651,WV,Mingo County,West Virginia,WV
25652,WV,Logan County,West Virginia,WV
25653,WV,Logan County,West Virginia,WV
25654,WV,Logan County,West Virginia,WV
25661,WV,Mingo County,West Virginia,WV
25666,WV,Mingo County,West Virginia,WV
25667,WV,Mingo County,West Virginia,WV
25669,WV,Wayne County,West Virginia,WV
25670,WV,Mingo County,West Virginia,WV
25671,WV,Mingo County,West Virginia,WV
25671,WV,Logan County,West Virginia,WV
25671,WV,Wayne County,West Virginia,WV
25672,WV,Mingo County,West Virginia,WV
25674,WV,Wayne County,West Virginia,WV
25674,WV,Mingo County,West Virginia,WV
25676,WV,Mingo County,West Virginia,WV
25678,WV,Mingo County,West Virginia,WV
25685,WV,Mingo County,West Virginia,WV
25686,WV,Mingo County,West Virginia,WV
25688,WV,Mingo County,West Virginia,WV
25690,WV,Mingo County,West Virginia,WV
25691,WV,Mingo County,West Virginia,WV
25692,WV,Mingo County,West Virginia,WV
25696,WV,Mingo County,West Virginia,WV
25699,WV,Wayne County,West Virginia,WV
25699,WV,Lincoln County,West Virginia,WV
25701,WV,Cabell County,West Virginia,WV
25701,WV,Wayne County,West Virginia,WV
25702,WV,Cabell County,West Virginia,WV
25703,WV,Cabell County,West Virginia,WV
25704,WV,Wayne County,West Virginia,WV
25704,WV,Cabell County,West Virginia,WV
25705,WV,Cabell County,West Virginia,WV
25706,WV,Cabell County,West Virginia,WV
25707,WV,Cabell County,West Virginia,WV
25708,WV,Cabell County,West Virginia,WV
25709,WV,Cabell County,West Virginia,WV
25710,WV,Cabell County,West Virginia,WV
25711,WV,Cabell County,West Virginia,WV
25712,WV,Cabell County,West Virginia,WV
25713,WV,Cabell County,West Virginia,WV
25714,WV,Cabell County,West Virginia,WV
25715,WV,Cabell County,West Virginia,WV
25716,WV,Cabell County,West Virginia,WV
25717,WV,Cabell County,West Virginia,WV
25718,WV,Cabell County,West Virginia,WV
25719,WV,Cabell County,West Virginia,WV
25720,WV,Cabell County,West Virginia,WV
25721,WV,Cabell County,West Virginia,WV
25722,WV,Cabell County,West Virginia,WV
25723,WV,Cabell County,West Virginia,WV
25724,WV,Cabell County,West Virginia,WV
25725,WV,Cabell County,West Virginia,WV
25726,WV,Cabell County,West Virginia,WV
25727,WV,Cabell County,West Virginia,WV
25728,WV,Cabell County,West Virginia,WV
25729,WV,Cabell County,West Virginia,WV
25755,WV,Cabell County,West Virginia,WV
25772,WV,Cabell County,West Virginia,WV
25773,WV,Cabell County,West Virginia,WV
25774,WV,Cabell County,West Virginia,WV
25775,WV,Cabell County,West Virginia,WV
25776,WV,Cabell County,West Virginia,WV
25777,WV,Cabell County,West Virginia,WV
25778,WV,Cabell County,West Virginia,WV
25779,WV,Cabell County,West Virginia,WV
25801,WV,Raleigh County,West Virginia,WV
25801,WV,Fayette County,West Virginia,WV
25802,WV,Raleigh County,West Virginia,WV
25810,WV,Wyoming County,West Virginia,WV
25811,WV,Raleigh County,West Virginia,WV
25811,WV,Wyoming County,West Virginia,WV
25812,WV,Fayette County,West Virginia,WV
25813,WV,Raleigh County,West Virginia,WV
25817,WV,Raleigh County,West Virginia,WV
25818,WV,Raleigh County,West Virginia,WV
25820,WV,Mercer County,West Virginia,WV
25823,WV,Raleigh County,West Virginia,WV
25825,WV,Raleigh County,West Virginia,WV
25825,WV,Summers County,West Virginia,WV
25826,WV,Wyoming County,West Virginia,WV
25827,WV,Raleigh County,West Virginia,WV
25831,WV,Fayette County,West Virginia,WV
25832,WV,Raleigh County,West Virginia,WV
25836,WV,Raleigh County,West Virginia,WV
25837,WV,Fayette County,West Virginia,WV
25839,WV,Raleigh County,West Virginia,WV
25840,WV,Fayette County,West Virginia,WV
25841,WV,Mercer County,West Virginia,WV
25841,WV,Raleigh County,West Virginia,WV
25841,WV,Summers County,West Virginia,WV
25843,WV,Raleigh County,West Virginia,WV
25844,WV,Raleigh County,West Virginia,WV
25845,WV,Wyoming County,West Virginia,WV
25846,WV,Fayette County,West Virginia,WV
25848,WV,Wyoming County,West Virginia,WV
25849,WV,Raleigh County,West Virginia,WV
25851,WV,Raleigh County,West Virginia,WV
25853,WV,Raleigh County,West Virginia,WV
25854,WV,Fayette County,West Virginia,WV
25855,WV,Fayette County,West Virginia,WV
25857,WV,Raleigh County,West Virginia,WV
25860,WV,Raleigh County,West Virginia,WV
25862,WV,Fayette County,West Virginia,WV
25864,WV,Raleigh County,West Virginia,WV
25865,WV,Raleigh County,West Virginia,WV
25866,WV,Fayette County,West Virginia,WV
25868,WV,Fayette County,West Virginia,WV
25870,WV,Wyoming County,West Virginia,WV
25871,WV,Raleigh County,West Virginia,WV
25873,WV,Raleigh County,West Virginia,WV
25875,WV,Wyoming County,West Virginia,WV
25876,WV,Wyoming County,West Virginia,WV
25878,WV,Raleigh County,West Virginia,WV
25879,WV,Fayette County,West Virginia,WV
25880,WV,Raleigh County,West Virginia,WV
25880,WV,Fayette County,West Virginia,WV
25882,WV,Wyoming County,West Virginia,WV
25888,WV,Fayette County,West Virginia,WV
25901,WV,Fayette County,West Virginia,WV
25902,WV,Raleigh County,West Virginia,WV
25902,WV,Mercer County,West Virginia,WV
25904,WV,Fayette County,West Virginia,WV
25906,WV,Raleigh County,West Virginia,WV
25907,WV,Fayette County,West Virginia,WV
25908,WV,Raleigh County,West Virginia,WV
25909,WV,Raleigh County,West Virginia,WV
25911,WV,Raleigh County,West Virginia,WV
25913,WV,Wyoming County,West Virginia,WV
25915,WV,Raleigh County,West Virginia,WV
25916,WV,Wyoming County,West Virginia,WV
25917,WV,Fayette County,West Virginia,WV
25918,WV,Raleigh County,West Virginia,WV
25919,WV,Raleigh County,West Virginia,WV
25920,WV,Raleigh County,West Virginia,WV
25921,WV,Raleigh County,West Virginia,WV
25922,WV,Mercer County,West Virginia,WV
25927,WV,Raleigh County,West Virginia,WV
25928,WV,Wyoming County,West Virginia,WV
25932,WV,Raleigh County,West Virginia,WV
25936,WV,Fayette County,West Virginia,WV
25938,WV,Fayette County,West Virginia,WV
25942,WV,Fayette County,West Virginia,WV
25943,WV,Wyoming County,West Virginia,WV
25951,WV,Summers County,West Virginia,WV
25951,WV,Raleigh County,West Virginia,WV
25958,WV,Greenbrier County,West Virginia,WV
25962,WV,Greenbrier County,West Virginia,WV
25962,WV,Fayette County,West Virginia,WV
25966,WV,Summers County,West Virginia,WV
25969,WV,Summers County,West Virginia,WV
25969,WV,Raleigh County,West Virginia,WV
25971,WV,Mercer County,West Virginia,WV
25972,WV,Greenbrier County,West Virginia,WV
25976,WV,Fayette County,West Virginia,WV
25976,WV,Summers County,West Virginia,WV
25976,WV,Greenbrier County,West Virginia,WV
25977,WV,Summers County,West Virginia,WV
25978,WV,Summers County,West Virginia,WV
25979,WV,Summers County,West Virginia,WV
25979,WV,Mercer County,West Virginia,WV
25981,WV,Greenbrier County,West Virginia,WV
25981,WV,Nicholas County,West Virginia,WV
25981,WV,Fayette County,West Virginia,WV
25984,WV,Greenbrier County,West Virginia,WV
25985,WV,Summers County,West Virginia,WV
25986,WV,Summers County,West Virginia,WV
25989,WV,Raleigh County,West Virginia,WV
25989,WV,Summers County,West Virginia,WV
26003,WV,Ohio County,West Virginia,WV
26003,WV,Marshall County,West Virginia,WV
26003,WV,Brooke County,West Virginia,WV
26030,WV,Brooke County,West Virginia,WV
26031,WV,Marshall County,West Virginia,WV
26031,WV,Ohio County,West Virginia,WV
26032,WV,Brooke County,West Virginia,WV
26032,WV,Ohio County,West Virginia,WV
26033,WV,Marshall County,West Virginia,WV
26033,WV,Wetzel County,West Virginia,WV
26034,WV,Hancock County,West Virginia,WV
26035,WV,Brooke County,West Virginia,WV
26036,WV,Marshall County,West Virginia,WV
26037,WV,Brooke County,West Virginia,WV
26038,WV,Marshall County,West Virginia,WV
26039,WV,Marshall County,West Virginia,WV
26040,WV,Marshall County,West Virginia,WV
26041,WV,Marshall County,West Virginia,WV
26047,WV,Hancock County,West Virginia,WV
26050,WV,Hancock County,West Virginia,WV
26055,WV,Marshall County,West Virginia,WV
26055,WV,Wetzel County,West Virginia,WV
26056,WV,Hancock County,West Virginia,WV
26058,WV,Brooke County,West Virginia,WV
26059,WV,Ohio County,West Virginia,WV
26060,WV,Ohio County,West Virginia,WV
26060,WV,Brooke County,West Virginia,WV
26062,WV,Hancock County,West Virginia,WV
26062,WV,Brooke County,West Virginia,WV
26070,WV,Brooke County,West Virginia,WV
26070,WV,Ohio County,West Virginia,WV
26074,WV,Ohio County,West Virginia,WV
26075,WV,Brooke County,West Virginia,WV
26101,WV,Wood County,West Virginia,WV
26102,WV,Wood County,West Virginia,WV
26103,WV,Wood County,West Virginia,WV
26104,WV,Wood County,West Virginia,WV
26105,WV,Wood County,West Virginia,WV
26106,WV,Wood County,West Virginia,WV
26120,WV,Wood County,West Virginia,WV
26121,WV,Wood County,West Virginia,WV
26133,WV,Wood County,West Virginia,WV
26133,WV,Jackson County,West Virginia,WV
26134,WV,Pleasants County,West Virginia,WV
26136,WV,Calhoun County,West Virginia,WV
